,Name,College_y
1533,"Cotton,Bryce",Providence (2010–2014)
1534,"Dawkins,Andre",Duke (2009–2014)
1535,"Dinwiddie,Spencer",Colorado (2011–2014)
1536,"Dragić,Zoran",
1537,"Drew,Larry",Missouri (1976–1980)
1538,"Early,Cleanthony","['SUNY Sullivan (2010–2012)', 'Wichita State (2012–2014)']"
1539,"Ennis,James","['Oxnard (2009–2010)', 'Ventura (2010–2011)', 'Long Beach State (2011–2013)']"
1540,"Ennis,Tyler",Syracuse (2013–2014)
1541,"Exum,Dante","['High school', 'Thomas Carr (Melbourne, Victoria)', 'Lake Ginninderra(Canberra, ACT)']"
1542,"Frazier,Tim",Penn State (2009–2014)
1543,"Galloway,Langston",No. 9 –  Park Skyhawks
1544,"Gordon,Aaron",Arizona (2013–2014)
1545,"Gordon,Drew","['UCLA (2008–2009)', 'New Mexico (2010–2012)']"
1546,"Grant,Jerami",Syracuse (2012–2014)
1547,"Green,Erick",Virginia Tech (2009–2013)
1548,"Green,JaMychal",Alabama (2008–2012)
1549,"Hairston,P.J.",North Carolina (2011–2013)
1550,"Harris,Gary",Michigan State (2012–2014)
1551,"Harris,Joe",Virginia (2010–2014)
1552,"Hood,Rodney","['Mississippi State (2011–2012)', 'Duke (2013–2014)']"
1553,"Ingles,Joe",
1554,"Jefferson,Cory",Baylor (2009–2014)
1555,"Jerrett,Grant",Arizona (2012–2013)
1556,"Johnson,Nick",Arizona (2011–2014)
1557,"Johnson,Tyler",Fresno State (2010–2014)
1558,"Kilpatrick,Sean",Cincinnati (2010–2014)
1559,"Kirk,Alex",New Mexico (2010–2014)
1560,"Lauvergne,Joffrey",
1561,"LaVine,Zach",UCLA (2013–2014)
1562,"Lucas,Kalin",Michigan State (2007–2011)
1563,"Marble,Devyn",Iowa (2010–2014)
1564,"McAdoo,James Michael",North Carolina (2011–2014)
1565,"McDaniels,K.J.",Clemson (2011–2014)
1566,"McDermott,Doug",Creighton (2010–2014)
1567,"McGary,Mitch",Michigan (2012–2014)
1568,"McNeal,Jerel",Marquette (2005–2009)
1569,"Millsap,Elijah","['Louisiana (2006–2008)', 'UAB (2009–2010)']"
1570,"Mirotić,Nikola",
1571,"Moreland,Eric",Oregon State (2010–2014)
1572,"Napier,Shabazz",UConn (2010–2014)
1573,"Noel,Nerlens",Kentucky (2012–2013)
1574,"Nogueira,Lucas",
1575,"Nurkić,Jusuf",
1576,"O'Bryant,Johnny",LSU (2011–2014)
1577,"Papanikolaou,Kostas",
1578,"Parker,Jabari",Duke (2013–2014)
1579,"Payne,Adreian",Michigan State (2010–2014)
1580,"Payton,Elfrid",Louisiana (2011–2014)
1581,"Powell,Dwight",Stanford (2010–2014)
1582,"Randle,Julius",Kentucky (2013–2014)
1583,"Rudež,Damjan",
1584,"Sampson,JaKarr",St. John's (2012–2014)
1585,"Smart,Marcus",Oklahoma State (2012–2014)
1586,"Smith,Russ",Louisville (2010–2014)
1587,"Stauskas,Nik",Michigan (2012–2014)
1588,"Stockton,David",Gonzaga (2010–2014)
1589,"Stokes,Jarnell",Tennessee (2011–2014)
1590,"Vonleh,Noah",Indiana (2013–2014)
1591,"Warren,T.J.",NC State (2012–2014)
1592,"Wear,David","['North Carolina (2009–2010)', 'UCLA (2011–2014)']"
1593,"Wear,Travis","['North Carolina (2009–2010)', 'UCLA (2011–2014)']"
1594,"Whittington,Shayne",Western Michigan (2009–2014)
1595,"Wiggins,Andrew",Kansas (2013–2014)
1596,"Wilcox,C.J.",Washington (2010–2014)
1597,"Young,James",Kentucky (2013–2014)
1598,"Alexander,Cliff",Kansas (2014–2015)
1599,"Anderson,Justin",Virginia (2012–2015)
1600,"Antetokounmpo,Thanasis",
1601,"Appling,Keith",Michigan State (2010–2014)
1602,"Bjelica,Nemanja",
1603,"Booker,Devin",Kentucky (2014–2015)
1604,"Brown,Anthony",Stanford (2010–2015)
1605,"Cauley-Stein,Willie",Kentucky (2012–2015)
1606,"Christmas,Rakeem",Syracuse (2011–2015)
1607,"Clarke,Coty","['Lawson State CC (2010–2012)', 'Arkansas (2012–2014)']"
1608,"Connaughton,Pat",Notre Dame (2011–2015)
1609,"Dawson,Branden",Michigan State (2011–2015)
1610,"Dejean-Jones,Bryce","['USC (2010–2011)', 'UNLV (2012–2014)', 'Iowa State (2014–2015)']"
1611,"Dekker,Sam",Wisconsin (2012–2015)
1612,"Dukan,Duje",Wisconsin (2010–2015)
1613,"Eddie,Jarell",Virginia Tech (2010–2014)
1614,"Felício,Cristiano",
1615,"Grant,Jerian",Notre Dame (2011–2015)
1616,"Harrell,Montrezl",Louisville (2012–2015)
1617,"Harrison,Aaron",Kentucky (2013–2015)
1618,"Hezonja,Mario",
1619,"Hilliard,Darrun",Villanova (2011–2015)
1620,"Hollis-Jefferson,Rondae",Arizona (2013–2015)
1621,"Holmes,Richaun","['Moraine Valley CC (2011–2012)', 'Bowling Green (2012–2015)']"
1622,"Huertas,Marcelo",
1623,"Huestis,Josh",Stanford (2010–2014)
1624,"Hunter,R.J.",Hunter with the  Park Skyhawks in 2020
1625,"Inglis,Damien",
1626,"Johnson,Stanley",Arizona (2014–2015)
1627,"Jokić,Nikola",
1628,"Jones,Tyus",Duke (2014–2015)
1629,"Kaminsky,Frank",Wisconsin (2011–2015)
1630,"Kaun,Sasha",Kansas (2004–2008)
1631,"Looney,Kevon",UCLA (2014–2015)
1632,"Lyles,Trey",Kentucky (2014–2015)
1633,"Marjanović,Boban",
1634,"Martin,Jarell",LSU (2013–2015)
1635,"McConnell,T.J.","['Duquesne (2010–2012)', 'Arizona (2013–2015)']"
1636,"McCullough,Chris",Syracuse (2014–2015)
1637,"McRae,Jordan",Tennessee (2010–2014)
1638,"Mejri,Salah",
1639,"Mickey,Jordan",LSU (2013–2015)
1640,"Montero,Luis",Westchester CC (2013–2014)
1641,"Mudiay,Emmanuel",
1642,"Munford,Xavier","['Miami Dade (2010–2011)', 'Iowa Western CC (2011–2012)', 'Rhode Island (2012–2014)']"
1643,"Nance,Larry",Clemson (1977–1981)
1644,"Neto,Raul",
1645,"O'Brien,J.J.","['Utah (2010–2011)', 'San Diego State (2012–2015)']"
1646,"Okafor,Jahlil",Duke (2014–2015)
1647,"Oubre,Kelly",Kansas (2014–2015)
1648,"Patterson,Lamar",Pittsburgh (2009–2014)
1649,"Payne,Cameron",Murray State (2013–2015)
1650,"Pleiß,Tibor",
1651,"Portis,Bobby",Arkansas (2013–2015)
1652,"Porziņģis,Kristaps",
1653,"Powell,Norman",UCLA (2011–2015)
1654,"Reed,Willie",Saint Louis (2008–2010)
1655,"Richardson,Josh",Tennessee (2011–2015)
1656,"Rozier,Terry",Louisville (2013–2015)
1657,"Russell,D'Angelo",Ohio State (2014–2015)
1658,"Simmons,Jonathon","['Paris JC (2008–2009)', 'Midland (2009–2010)', 'Houston (2011–2012)']"
1659,"Stepheson,Alex","['North Carolina (2006–2008)', 'USC (2009–2011)']"
1660,"Tavares,Edy",
1661,"Toupane,Axel",
1662,"Towns,Karl-Anthony",Kentucky (2014–2015)
1663,"Turner,Myles",Texas (2014–2015)
1664,"Vaughn,Rashad",UNLV (2014–2015)
1665,"Weber,Briante",VCU (2011–2015)
1666,"Williams,Alan",UC Santa Barbara (2011–2015)
1667,"Winslow,Justise",Duke (2014–2015)
1668,"Wood,Christian",UNLV (2013–2015)
1669,"Wright,Delon","['CC of San Francisco (2011–2013)', 'Utah (2013–2015)']"
1670,"Young,Joe","['Houston (2011–2013)', 'Oregon (2013–2015)']"
1671,"Abrines,Álex",
1672,"Baker,Ron",Wichita State (2012–2016)
1673,"Baldwin,Wade",Vanderbilt (2014–2016)
1674,"Beasley,Malik",Florida State (2015–2016)
1675,"Bembry,DeAndre'",Saint Joseph's (2013–2016)
1676,"Bender,Dragan",
1677,"Bentil,Ben",Providence (2014–2016)
1678,"Bertāns,Dāvis",
1679,"Bolomboy,Joel",Weber State (2012–2016)
1680,"Brogdon,Malcolm",Virginia (2011–2016)
1681,"Brown,Jaylen",California (2015–2016)
1682,"Brussino,Nicolás",
1683,"Chriss,Marquese",Washington (2015–2016)
1684,"Christon,Semaj",Xavier (2012–2014)
1685,"Cook,Quinn",Duke (2011–2015)
1686,"Davis,Deyonta",Michigan State (2015–2016)
1687,"Delaney,Malcolm",Virginia Tech (2007–2011)
1688,"Diallo,Cheick",Kansas (2015–2016)
1689,"Dunn,Kris",Providence (2012–2016)
1690,"Ellenson,Henry",Marquette (2015–2016)
1691,"Embiid,Joel",Kansas (2013–2014)
1692,"Felder,Kay",Oakland (2013–2016)
1693,"Ferrell,Yogi",Indiana (2012–2016)
1694,"Finney-Smith,Dorian","['Virginia Tech (2011–2012)', 'Florida (2013–2016)']"
1695,"Forbes,Bryn","['Cleveland State (2012–2014)', 'Michigan State (2014–2016)']"
1696,"Garino,Patricio",George Washington (2012–2016)
1697,"Gbinije,Michael","['Duke (2011–2012)', 'Syracuse (2013–2016)']"
1698,"Georges-Hunt,Marcus","High schoolNorth Clayton( Park, Georgia)"
1699,"Gibson,Jonathan",New Mexico State (2006–2010)
1700,"Graham,Treveon",VCU (2011–2015)
1701,"Hammons,A.J.",Purdue (2012–2016)
1702,"Harrison,Andrew",Kentucky (2013–2015)
1703,"Hernangómez,Juancho",
1704,"Hernangómez,Willy",
1705,"Hield,Buddy",Oklahoma (2012–2016)
1706,"House,Danuel","['Houston (2012–2014)', 'Texas A&M (2014–2016)']"
1707,"Ingram,Brandon",Duke (2015–2016)
1708,"Jackson,Demetrius",Notre Dame (2013–2016)
1709,"Jackson,Pierre","[' of Southern Idaho (2009–2011)', 'Baylor (2011–2013)']"
1710,"Johnson,Brice",North Carolina (2012–2016)
1711,"Jones,Damian",Vanderbilt (2013–2016)
1712,"Jones,Derrick",UNLV (2015–2016)
1713,"Kuzminskas,Mindaugas",
1714,"Labissière,Skal",Kentucky (2015–2016)
1715,"Laprovíttola,Nicolás",
1716,"Layman,Jake",Maryland (2012–2016)
1717,"LeVert,Caris",Michigan (2012–2016)
1718,"Long,Shawn",Louisiana (2012–2016)
1719,"Luwawu-Cabarrot,Timothé",
1720,"Mac,Sheldon","['Texas (2011–2013)', 'Miami (Florida) (2014–2016)']"
1721,"Maker,Thon",
1722,"McCaw,Patrick","['High school', 'Christian Brothers (St. Louis, Missouri)', 'Montrose Christian(Rockville, Maryland)']"
1723,"McGruder,Rodney",Kansas State (2009–2013)
1724,"Murray,Dejounte",Washington (2015–2016)
1725,"Murray,Jamal",Kentucky (2015–2016)
1726,"Ndour,Maurice","['Monroe  (2011–2013)', 'Ohio (2013–2015)']"
1727,"Niang,Georges",Iowa State (2012–2016)
1728,"Nwaba,David","['Santa Monica (2012–2013)', 'Cal Poly (2013–2016)']"
1729,"Ochefu,Daniel",Villanova (2012–2016)
1730,"Onuaku,Chinanu",Louisville (2014–2016)
1731,"Papagiannis,Georgios",
1732,"Plumlee,Marshall",Duke (2012–2016)
1733,"Poeltl,Jakob",Utah (2014–2016)
1734,"Poythress,Alex",Kentucky (2012–2016)
1735,"Prince,Taurean",Baylor (2012–2016)
1736,"Quarterman,Tim",LSU (2013–2016)
1737,"Randle,Chasson",Stanford (2011–2015)
1738,"Richardson,Malachi",Syracuse (2015–2016)
1739,"Sabonis,Domantas",Gonzaga (2014–2016)
1740,"Šarić,Dario",
1741,"Satoranský,Tomáš",
1742,"Selden,Wayne",Kansas (2013–2016)
1743,"Siakam,Pascal",New Mexico State (2014–2016)
1744,"Stone,Diamond",Maryland (2015–2016)
1745,"Taylor,Isaiah",Texas (2013–2016)
1746,"Tobey,Mike",Virginia (2012–2016)
1747,"Ulis,Tyler",Kentucky (2014–2016)
1748,"Uthoff,Jarrod",Iowa (2013–2016)
1749,"Valentine,Denzel",Michigan State (2012–2016)
1750,"VanVleet,Fred",Wichita State (2012–2016)
1751,"White,Okaro",Florida State (2010–2014)
1752,"Whitehead,Isaiah",Seton Hall (2014–2016)
1753,"Williams,Troy",Indiana (2013–2016)
1754,"Wiltjer,Kyle","['Kentucky (2011–2013)', 'Gonzaga (2014–2016)']"
1755,"Zimmerman,Stephen",UNLV (2015–2016)
1756,"Zipser,Paul",
1757,"Zubac,Ivica",
1758,"Adebayo,Bam",Kentucky (2016–2017)
1759,"Allen,Jarrett",Texas (2016–2017)
1760,"Allen,Kadeem","['Hutchinson CC (2012–2014)', 'Arizona (2015–2017)']"
1761,"Anigbogu,Ike",UCLA (2016–2017)
1762,"Anunoby,OG",Indiana (2015–2017)
1763,"Arcidiacono,Ryan",Villanova (2012–2016)
1764,"Artis,Jamel",Pittsburgh (2013–2017)
1765,"Bacon,Dwayne",Florida State (2015–2017)
1766,"Ball,Lonzo",UCLA (2016–2017)
1767,"Bell,Jordan",Oregon (2013–2017)
1768,"Birch,Khem","['Pittsburgh (2011–2012)', 'UNLV (2012–2014)']"
1769,"Bird,Jabari",California (2013–2017)
1770,"Blakeney,Antonio",LSU (2015–2017)
1771,"Bogdanović,Bogdan",
1772,"Boucher,Chris","['New Mexico JC (2013–2014)', 'Northwest (2014–2015)', 'Oregon (2015–2017)']"
1773,"Bradley,Tony",North Carolina (2016–2017)
1774,"Brooks,Dillon",Oregon (2014–2017)
1775,"Brown,Sterling",SMU (2013–2017)
1776,"Bryant,Thomas",Indiana (2015–2017)
1777,"Caruso,Alex","Born (1994-02-28) February 28, 1994 (age 28) Station, Texas, U.S."
1778,"Cavanaugh,Tyler","['Wake Forest (2012–2014)', 'George Washington (2015–2017)']"
1779,"Clavell,Gian","['Northwest Kansas (2012–2014)', 'Colorado State (2014–2017)']"
1780,"Cleveland,Antonius",Southeast Missouri State (2013–2017)
1781,"Collins,John",Wake Forest (2015–2017)
1782,"Collins,Zach",Gonzaga (2016–2017)
1783,"Collinsworth,Kyle","BYU (2010–2011, 2013–2016)"
1784,"Cooke,Charles",
1785,"Costello,Matt",Michigan State (2012–2016)
1786,"Craig,Torrey",USC Upstate (2010–2014)
1787,"Dorsey,Tyler",Oregon (2015–2017)
1788,"Dotson,Damyean","['Oregon (2012–2014)', 'Houston (2015–2017)']"
1789,"Doyle,Milton",Loyola Chicago (2013–2017)
1790,"Dozier,PJ",South Carolina (2015–2017)
1791,"Evans,Jawun","High schoolSouthside (Greenville, SC)  Legacy Early  (Greenville, SC) Kimball (Dallas, Texas)"
1792,"Ferguson,Terrance",
1793,"Fox,De'Aaron",Kentucky (2016–2017)
1794,"Fultz,Markelle",Washington (2016–2017)
1795,"Gray,Josh","['Texas Tech (2012–2013)', 'Odessa (2013–2014)', 'LSU (2014–2016)']"
1796,"Hamilton,Daniel",UConn (2014–2016)
1797,"Harrison,Shaquille",Tulsa (2012–2016)
1798,"Hart,Josh",Villanova (2013–2017)
1799,"Hayes,Nigel",Wisconsin (2013–2017)
1800,"Hearn,Reggie",Northwestern (2009–2013)
1801,"Henry,Myke","['Illinois (2011–2013)', 'DePaul (2014–2016)']"
1802,"Hicks,Isaiah",North Carolina (2013–2017)
1803,"Holland,John",Boston University (2007–2011)
1804,"Hunter,Vince","High schoolConsortium  Prep(Detroit, Michigan)"
1805,"Ingram,Andre",American (2003–2007)
1806,"Isaac,Jonathan",Florida State (2016–2017)
1807,"Iwundu,Wes",Kansas State (2013–2017)
1808,"Jackson,Aaron",Duquesne (2005–2009)
1809,"Jackson,Josh","['High school', 'Consortium  Prep School(Detroit, Michigan)', 'Justin-Siena (Napa, California)']"
1810,"Jackson,Justin",North Carolina (2014–2017)
1811,"Johnson,Dakari",Kentucky (2013–2015)
1812,"Johnson,Omari",Oregon State (2007–2011)
1813,"Jones,Jalen","['SMU (2011–2013)', 'Texas A&M (2014–2016)']"
1814,"Kennard,Luke",Duke (2015–2017)
1815,"Kleber,Maxi",
1816,"Korkmaz,Furkan",
1817,"Kornet,Luke",Vanderbilt (2013–2017)
1818,"Kuzma,Kyle",Utah (2014–2017)
1819,"Leaf,T.J.",UCLA (2016–2017)
1820,"Lee,Damion","['Drexel (2011–2015)', 'Louisville (2015–2016)']"
1821,"Lemon,Walt",Bradley (2010–2014)
1822,"Lydon,Tyler",Syracuse (2015–2017)
1823,"Magette,Josh",Alabama–Huntsville (2008–2012)
1824,"Markkanen,Lauri",Arizona (2016–2017)
1825,"Mason,Frank",Kansas (2013–2017)
1826,"Mathiang,Mangok","['High school', 'Emmanuel (Melbourne, Victoria)', 'IMG Academy(Bradenton, Florida)']"
1827,"McCree,Erik","['Murray State (2012–2013)', 'Louisiana Tech (2014–2017)']"
1828,"McKinney-Jones,Trey","['Kansas City (2008–2010)', 'Miami (Florida) (2011–2013)']"
1829,"McKinnie,Alfonzo","['Eastern Illinois (2010–2012)', 'Green Bay (2013–2015)']"
1830,"Miller,Malcolm",Holy Cross (2011–2015)
1831,"Mitchell,Donovan",Louisville (2015–2017)
1832,"Mitrou-Long,Naz",Iowa State (2012–2017)
1833,"Monk,Malik",Kentucky (2016–2017)
1834,"Moore,Ben",SMU (2013–2017)
1835,"Morris,Jaylen",Molloy (2013–2017)
1836,"Morris,Monte",Iowa State (2013–2017)
1837,"Motley,Johnathan",Baylor (2014–2017)
1838,"Nader,Abdel","['Northern Illinois (2011–2013)', 'Iowa State (2014–2016)']"
1839,"Ntilikina,Frank",
1840,"O'Neale,Royce","['Denver (2011–2013)', 'Baylor (2013–2015)']"
1841,"Ojeleye,Semi","['Duke (2013–2015)', 'SMU (2016–2017)']"
1842,"Osman,Cedi",
1843,"Paige,Marcus",North Carolina (2012–2016)
1844,"Patton,Justin",Creighton (2016–2017)
1845,"Paul,Brandon",Illinois (2009–2013)
1846,"Perrantes,London",Virginia (2013–2017)
1847,"Peters,Alec",Valparaiso (2013–2017)
1848,"Pullen,Jacob",Kansas State (2007–2011)
1849,"Purvis,Rodney","['NC State (2012–2013)', 'UConn (2014–2017)']"
1850,"Qi,Zhou",
1851,"Rabb,Ivan",California (2015–2017)
1852,"Rathan-Mayes,Xavier",Florida State (2014–2017)
1853,"Reed,Davon",Miami (Florida) (2013–2017)
1854,"Robinson,Devin",Florida (2014–2017)
1855,"Simmons,Ben","['High school', 'Box Hill Senior Secondary (Melbourne, Victoria)', 'Montverde Academy(Montverde, Florida)']"
1856,"Simmons,Kobi",Arizona (2016–2017)
1857,"Smith,Dennis",NC State (2016–2017)
1858,"Sumner,Edmond",Xavier (2014–2017)
1859,"Swanigan,Caleb",Purdue (2015–2017)
1860,"Tatum,Jayson",Duke (2016–2017)
1861,"Teodosić,Miloš",
1862,"Theis,Daniel",
1863,"Thornwell,Sindarius",South Carolina (2013–2017)
1864,"Wallace,Tyrone",California (2012–2016)
1865,"Walton,Derrick",Michigan (2013–2017)
1866,"Warney,Jameel",Stony Brook (2012–2016)
1867,"Webb,James","['North Idaho (2012–2013)', 'Boise State (2014–2016)']"
1868,"White,Andrew","['Kansas (2012–2014)', 'Nebraska (2015–2016)', 'Syracuse (2016–2017)']"
1869,"White,Derrick","['UCCS (2012–2015)', 'Colorado (2016–2017)']"
1870,"Wiley,Jacob","['Montana (2012–2013)', 'Lewis–Clark (2014–2016)', 'Eastern Washington (2016–2017)']"
1871,"Williams,C.J.",NC State (2008–2012)
1872,"Williams,Matt",UCF (2012–2017)
1873,"Wilson,D.J.",Michigan (2014–2017)
1874,"Wilson,Jamil","['Oregon (2009–2010)', 'Marquette (2011–2014)']"
1875,"Yabusele,Guerschon",
1876,"Žižić,Ante",
1877,"Adams,Jaylen",St. Bonaventure (2014–2018)
1878,"Adel,Deng","['High school', 'Keilor Downs (Melbourne, Victoria)', 'Xavier  (Melbourne, Victoria)', 'Victory Rock Prep(Bradenton, Florida)']"
1879,"Akoon-Purcell,DeVaughn","['Eastern Oklahoma State (2012–2014)', 'Illinois State (2014–2016)']"
1880,"Alkins,Rawle",Arizona (2016–2018)
1881,"Allen,Grayson",Duke (2014–2018)
1882,"Antetokounmpo,Kostas",Dayton (2017–2018)
1883,"Ayton,Deandre",Arizona (2017–2018)
1884,"Bagley,Marvin",Duke (2017–2018)
1885,"Bamba,Mohamed",Texas (2017–2018)
1886,"Bates-Diop,Keita",Ohio State (2014–2018)
1887,"Bertāns,Dairis",
1888,"Blossomgame,Jaron",Clemson (2013–2017)
1889,"Bolden,Jonah",UCLA (2014–2016)
1890,"Bonga,Isaac",
1891,"Bridges,Mikal",Villanova (2015–2018)
1892,"Bridges,Miles",Michigan State (2016–2018)
1893,"Briscoe,Isaiah",Kentucky (2015–2017)
1894,"Broekhoff,Ryan",Valparaiso (2009–2013)
1895,"Brown,Bruce",Miami (Florida) (2016–2018)
1896,"Brown,Troy",Oregon (2017–2018)
1897,"Brunson,Jalen",Villanova (2015–2018)
1898,"Burton,Deonte","['Marquette (2013–2015)', 'Iowa State (2015–2017)']"
1899,"Carter,Jevon",West Virginia (2014–2018)
1900,"Carter,Wendell",Duke (2017–2018)
1901,"Caupain,Troy",Cincinnati (2013–2017)
1902,"Chealey,Joe", of Charleston (2013–2018)
1903,"Chiozza,Chris",Florida (2014–2018)
1904,"Clark,Gary",Cincinnati (2014–2018)
1905,"Colson,Bonzie",Notre Dame (2014–2018)
1906,"Creek,Mitch","High schoolSt Brigid's  (Horsham, Victoria)"
1907,"Davis,Tyler",Texas A&M (2015–2018)
1908,"Delgado,Ángel",Seton Hall (2014–2018)
1909,"Derrickson,Marcus",Georgetown (2015–2018)
1910,"Diallo,Hamidou",Kentucky (2017–2018)
1911,"DiVincenzo,Donte",Villanova (2015–2018)
1912,"Dončić,Luka",
1913,"Duval,Trevon",Duke (2017–2018)
1914,"Edwards,Vince",Purdue (2014–2018)
1915,"Eubanks,Drew",Oregon State (2015–2018)
1916,"Evans,Jacob",Cincinnati (2015–2018)
1917,"Frazier,Melvin",Tulane (2015–2018)
1918,"Garrett,Billy",DePaul (2013–2017)
1919,"Giles,Harry",Duke (2016–2017)
1920,"Gilgeous-Alexander,Shai",Kentucky (2017–2018)
1921,"Goodwin,Brandon","['UCF (2013–2015)', 'Florida Gulf Coast (2016–2018)']"
1922,"Graham,Devonte'",Kansas (2014–2018)
1923,"Grantham,Donte",Clemson (2014–2018)
1924,"Hannahs,Dusty","['Texas Tech (2012–2014)', 'Arkansas (2015–2017)']"
1925,"Hartenstein,Isaiah",
1926,"Highsmith,Haywood",Wheeling (2014–2018)
1927,"Holiday,Aaron",UCLA (2015–2018)
1928,"Huerter,Kevin",Maryland (2016–2018)
1929,"Humphries,Isaac","['High school', 'Scots (Sydney, New South Wales)', 'La Lumiere(LaPorte, Indiana)']"
1930,"Hutchison,Chandler",Boise State (2014–2018)
1931,"Jackson,Frank",Duke (2016–2017)
1932,"Jefferson,Amile",Duke (2012–2017)
1933,"Johnson,Alize","['Frank Phillips (2014–2016)', 'Missouri State (2016–2018)']"
1934,"Johnson,B.J.","['Syracuse (2013–2015)', 'La Salle (2016–2018)']"
1935,"Jones,Jemerrio","['Hill  (2014–2016)', 'New Mexico State (2016–2018)']"
1936,"King,George",Colorado (2013–2018)
1937,"Knox,Kevin",Kentucky (2017–2018)
1938,"Kurucs,Rodions",
1939,"Lofton,Zach","['San Jacinto (2012–2013)', 'Illinois State (2013–2014)', 'Texas Southern (2016–2017)', 'New Mexico State (2017–2018)']"
1940,"Loyd,Jordan","['Furman (2011–2012)', 'Indianapolis (2013–2016)']"
1941,"Macon,Daryl","['Holmes CC (2014–2016)', 'Arkansas (2016–2018)']"
1942,"Macura,J.P.",Xavier (2014–2018)
1943,"Maten,Yante",Georgia (2014–2018)
1944,"McCall,Tahjere","['Niagara (2012–2014)', 'Tennessee State (2015–2017)']"
1945,"Melton,De'Anthony",USC (2016–2017)
1946,"Metu,Chimezie",USC (2015–2018)
1947,"Milton,Shake",SMU (2015–2018)
1948,"Musa,Džanan",
1949,"Mykhailiuk,Svi",Kansas (2014–2018)
1950,"Okobo,Elie",
1951,"Okogie,Josh",Georgia Tech (2016–2018)
1952,"Pinson,Theo",North Carolina (2014–2018)
1953,"Reynolds,Cameron",Tulane (2013–2018)
1954,"Robinson,Duncan","['Williams (2013–2014)', 'Michigan (2015–2018)']"
1955,"Robinson,Jerome",Robinson with Boston  in 2017
1956,"Robinson,Mitchell",
1957,"Sampson,Brandon",LSU (2015–2018)
1958,"Sexton,Collin",Alabama (2017–2018)
1959,"Shamet,Landry",Wichita State (2015–2018)
1960,"Sibert,Jordan","['Ohio State (2010–2012)', 'Dayton (2013–2015)']"
1961,"Simons,Anfernee",
1962,"Smith,Zhaire",Texas Tech (2017–2018)
1963,"Spalding,Ray",Louisville (2015–2018)
1964,"Spellman,Omari",Villanova (2017–2018)
1965,"Terrell,Jared",Rhode Island (2014–2018)
1966,"Terry,Emanuel",Lincoln Memorial (2014–2018)
1967,"Thomas,Khyri",Creighton (2015–2018)
1968,"Trier,Allonzo",Arizona (2015–2018)
1969,"Vanderbilt,Jarred",Kentucky (2017–2018)
1970,"Wagner,Moritz",Michigan (2015–2018)
1971,"Walker,Lonnie",Miami (Florida) (2017–2018)
1972,"Wanamaker,Brad",Pittsburgh (2007–2011)
1973,"Washburn,Julian",UTEP (2011–2015)
1974,"Watanabe,Yuta",George Washington (2014–2018)
1975,"Welsh,Thomas",UCLA (2014–2018)
1976,"Williams,Johnathan","['Missouri (2013–2015)', 'Gonzaga (2016–2018)']"
1977,"Williams,Kenrich","['New Mexico JC (2013–2014)', 'TCU (2014–2018)']"
1978,"Williams,Robert",Texas A&M (2016–2018)
1979,"Young,Trae",Oklahoma (2017–2018)
1980,"Alexander,Kyle",Tennessee (2015–2019)
1981,"Alexander-Walker,Nickeil",Virginia Tech (2017–2019)
1982,"Barrett,RJ",Duke (2018–2019)
1983,"Bazley,Darius",
1984,"Bitadze,Goga",
1985,"Bol,Bol",Oregon (2018–2019)
1986,"Bolden,Marques",Duke (2016–2019)
1987,"Bone,Jordan",Tennessee (2016–2019)
1988,"Bowen,Brian",
1989,"Bowman,Ky",Bowman playing for Boston  in 2017
1990,"Brantley,Jarrell", of Charleston (2015–2019)
1991,"Brazdeikis,Ignas",Michigan (2018–2019)
1992,"Brissett,Oshae",Syracuse (2017–2019)
1993,"Brown,Charlie",Saint Joseph's (2016–2019)
1994,"Brown,Moses",UCLA (2018–2019)
1995,"Cacok,Devontae",UNC Wilmington (2015–2019)
1996,"Čančar,Vlatko",
1997,"Cheatham,Zylan","['San Diego State (2015–2017)', 'Arizona State (2018–2019)']"
1998,"Clarke,Brandon","['San Jose State (2015–2017)', 'Gonzaga (2018–2019)']"
1999,"Claxton,Nic",Georgia (2017–2019)
2000,"Clemons,Chris",Campbell (2015–2019)
2001,"Coffey,Amir",Minnesota (2016–2019)
2002,"Cook,Tyler",Iowa (2016–2019)
2003,"Culver,Jarrett",Texas Tech (2017–2019)
2004,"Davis,Terence",Ole Miss (2015–2019)
2005,"Dort,Luguentz",Arizona State (2018–2019)
2006,"Doumbouya,Sekou",
2007,"Edwards,Carsen",Purdue (2016–2019)
2008,"Fall,Tacko",UCF (2015–2019)
2009,"Fernando,Bruno",Maryland (2017–2019)
2010,"Frazier,Michael",Florida (2012–2015)
2011,"Gabriel,Wenyen",Kentucky (2016–2018)
2012,"Gafford,Daniel",Arkansas (2017–2019)
2013,"Garland,Darius",Vanderbilt (2018–2019)
2014,"Green,Javonte",Radford (2011–2015)
2015,"Guduric,Marko",
2016,"Guy,Kyle",Virginia (2016–2019)
2017,"Hachimura,Rui",Gonzaga (2016–2019)
2018,"Hall,Devon",Virginia (2014–2018)
2019,"Hall,Donta",Alabama (2015–2019)
2020,"Harper,Jared",Auburn (2016–2019)
2021,"Hayes,Jaxson",Texas (2018–2019)
2022,"Hernandez,Dewan",Miami (Florida) (2016–2018)
2023,"Herro,Tyler",Kentucky (2018–2019)
2024,"Hervey,Kevin",UT Arlington (2014–2018)
2025,"Hoard,Jaylen",Wake Forest (2018–2019)
